date,mdnghtstor
2/25/2019,1870
2/26/2019,2000
2/27/2019,1900
2/28/2019,1970
3/1/2019,1990
3/2/2019,2240
3/3/2019,2140
3/4/2019,2040
3/5/2019,2120
3/6/2019,2200
3/7/2019,2200
3/8/2019,2190
3/9/2019,1900
3/10/2019,2020
3/11/2019,2060
3/12/2019,1880
3/13/2019,2100
3/14/2019,1770
3/15/2019,1780
3/16/2019,1730
3/17/2019,1690
3/18/2019,2090
3/19/2019,1770
3/20/2019,1910
3/21/2019,2010
3/22/2019,1890
3/23/2019,1880
3/24/2019,1970
3/25/2019,1810
3/26/2019,2040
3/27/2019,2160
3/28/2019,1780
3/29/2019,1840
3/30/2019,1750
3/31/2019,1810
4/1/2019,1780
4/2/2019,1820
4/3/2019,1850
4/4/2019,1860
4/5/2019,1820
4/6/2019,1750
4/7/2019,1750
4/8/2019,1780
4/9/2019,2030
4/10/2019,1980
4/11/2019,2010
4/12/2019,2050
4/13/2019,1790
4/14/2019,1810
4/15/2019,1880
4/16/2019,2020
4/17/2019,1990
4/18/2019,2050
4/19/2019,2010
4/20/2019,2000
4/21/2019,2040
4/22/2019,2010
4/23/2019,2010
4/24/2019,2010
4/25/2019,1990
4/26/2019,2000
4/27/2019,1910
4/28/2019,1920
4/29/2019,1920
4/30/2019,1940
5/1/2019,1940
5/2/2019,1910
5/3/2019,2020
5/4/2019,2020
5/5/2019,2010
5/6/2019,1930
5/7/2019,1940
5/8/2019,1940
5/9/2019,1940
5/10/2019,1930
5/11/2019,2090
5/12/2019,2090
5/13/2019,1930
5/14/2019,1920
5/15/2019,1930
5/16/2019,1940
5/17/2019,1920
5/18/2019,1950
5/19/2019,1950
5/20/2019,1920
5/21/2019,1940
5/22/2019,1880
5/23/2019,2080
5/24/2019,1900
5/25/2019,2270
5/26/2019,2100
5/27/2019,1890
5/28/2019,2140
5/29/2019,2260
5/30/2019,2000
5/31/2019,2000
6/1/2019,2010
6/2/2019,1980
6/3/2019,2020
6/4/2019,2010
6/5/2019,1960
6/6/2019,1930
6/7/2019,2010
6/8/2019,1930
6/9/2019,1920
6/10/2019,1900
6/11/2019,1930
6/12/2019,1930
6/13/2019,1930
6/14/2019,1920
6/15/2019,1940
6/16/2019,1920
6/17/2019,1920
6/18/2019,1920
6/19/2019,1920
6/20/2019,1940
6/21/2019,1910
6/22/2019,1920
6/23/2019,1920
6/24/2019,1920
6/25/2019,1940
6/26/2019,1910
6/27/2019,1920
6/28/2019,1900
6/29/2019,1920
6/30/2019,1940
7/1/2019,1920
7/2/2019,1920
7/3/2019,1940
7/4/2019,2010
7/5/2019,1910
7/6/2019,1910
7/7/2019,1940
7/8/2019,1950
7/9/2019,1940
7/10/2019,1910
7/11/2019,1880
7/12/2019,1910
7/13/2019,1930
7/14/2019,1940
7/15/2019,2310
7/16/2019,1890
7/17/2019,1980
7/18/2019,1890
7/19/2019,1900
7/20/2019,1870
7/21/2019,1770
7/22/2019,2000
7/23/2019,1880
7/24/2019,1940
7/25/2019,1850
7/26/2019,2420
7/27/2019,1950
7/28/2019,1850
7/29/2019,1980
7/30/2019,1910
7/31/2019,1930
8/1/2019,1840
8/2/2019,1920
8/3/2019,1730
8/4/2019,1950
8/5/2019,2000
8/6/2019,1840
8/7/2019,1900
8/8/2019,1900
8/9/2019,1960
8/10/2019,2150
8/11/2019,1970
8/12/2019,2150
8/13/2019,2180
8/14/2019,2000
8/15/2019,1960
8/16/2019,1890
8/17/2019,1770
8/18/2019,1920
8/19/2019,1930
8/20/2019,2070
8/21/2019,1910
8/22/2019,2020
8/23/2019,1960
8/24/2019,2000
8/25/2019,1790
8/26/2019,2110
8/27/2019,1850
8/28/2019,1930
8/29/2019,1890
8/30/2019,2000
8/31/2019,2050
9/1/2019,1870
9/2/2019,2060
9/3/2019,1980
9/4/2019,2060
9/5/2019,1970
9/6/2019,1810
9/7/2019,2090
9/8/2019,1980
9/9/2019,2030
9/10/2019,1790
9/11/2019,1790
9/12/2019,2120
9/13/2019,2180
9/14/2019,2090
9/15/2019,2130
9/16/2019,1930
9/17/2019,1770
9/18/2019,1970
9/19/2019,1990
9/20/2019,1870
9/21/2019,2050
9/22/2019,2020
9/23/2019,2100
9/24/2019,1920
9/25/2019,2110
9/26/2019,1950
9/27/2019,1880
9/28/2019,2050
9/29/2019,1940
9/30/2019,1790
