date,mdnghtstor
2012-10-01,2330.0
2012-10-02,2330.0
2012-10-03,2350.0
2012-10-04,2300.0
2012-10-05,2310.0
2012-10-06,2300.0
2012-10-07,2300.0
2012-10-08,2300.0
2012-10-09,2300.0
2012-10-10,2300.0
2012-10-11,2300.0
2012-10-12,2300.0
2012-10-13,2300.0
2012-10-14,2300.0
2012-10-15,2300.0
2012-10-16,2300.0
2012-10-17,2300.0
2012-10-18,2300.0
2012-10-19,2300.0
2012-10-20,2300.0
2012-10-21,2300.0
2012-10-22,2310.0
2012-10-23,2300.0
2012-10-24,2300.0
2012-10-25,2300.0
2012-10-26,2300.0
2012-10-27,2290.0
2012-10-28,2300.0
2012-10-29,2300.0
2012-10-30,2300.0
2012-10-31,2300.0
2012-11-01,2300.0
2012-11-02,2300.0
2012-11-03,2300.0
2012-11-04,2300.0
2012-11-05,2140.0
2012-11-06,2740.0
2012-11-07,3100.0
2012-11-08,3890.0
2012-11-09,3700.0
2012-11-10,3710.0
2012-11-11,3520.0
2012-11-12,3810.0
2012-11-13,3830.0
2012-11-14,3750.0
2012-11-15,3640.0
2012-11-16,3600.0
2012-11-17,3570.0
2012-11-18,3460.0
2012-11-19,3420.0
2012-11-20,3490.0
2012-11-21,3490.0
2012-11-22,3690.0
2012-11-23,3650.0
2012-11-24,3750.0
2012-11-25,3670.0
2012-11-26,3560.0
2012-11-27,3460.0
2012-11-28,3490.0
2012-11-29,3560.0
2012-11-30,3800.0
2012-12-01,3550.0
2012-12-02,3980.0
2012-12-03,3540.0
2012-12-04,3600.0
2012-12-05,3740.0
2012-12-06,3540.0
2012-12-07,3490.0
2012-12-08,3430.0
2012-12-09,3460.0
2012-12-10,3670.0
2012-12-11,3630.0
2012-12-12,3570.0
2012-12-13,3630.0
2012-12-14,3770.0
2012-12-15,3680.0
2012-12-16,3670.0
2012-12-17,3660.0
2012-12-18,3570.0
2012-12-19,3660.0
2012-12-20,3890.0
2012-12-21,3830.0
2012-12-22,3690.0
2012-12-23,3670.0
2012-12-24,3680.0
2012-12-25,3810.0
2012-12-26,3800.0
2012-12-27,3850.0
2012-12-28,3820.0
2012-12-29,3790.0
2012-12-30,3830.0
2012-12-31,3950.0
2013-01-01,3800.0
2013-01-02,3840.0
2013-01-03,3530.0
2013-01-04,3580.0
2013-01-05,3510.0
2013-01-06,3820.0
2013-01-07,3760.0
2013-01-08,3630.0
2013-01-09,3600.0
2013-01-10,3710.0
2013-01-11,3520.0
2013-01-12,3750.0
2013-01-13,3790.0
2013-01-14,3480.0
2013-01-15,3560.0
2013-01-16,3580.0
2013-01-17,3510.0
2013-01-18,3510.0
2013-01-19,3580.0
2013-01-20,3670.0
2013-01-21,3700.0
2013-01-22,3710.0
2013-01-23,3570.0
2013-01-24,3850.0
2013-01-25,3750.0
2013-01-26,3690.0
2013-01-27,3760.0
2013-01-28,3780.0
2013-01-29,3680.0
2013-01-30,3880.0
2013-01-31,3520.0
2013-02-01,3570.0
2013-02-02,3590.0
2013-02-03,4010.0
2013-02-04,3980.0
2013-02-05,3610.0
2013-02-06,3680.0
2013-02-07,3960.0
2013-02-08,3800.0
2013-02-09,3870.0
2013-02-10,3800.0
2013-02-11,3880.0
2013-02-12,3850.0
2013-02-13,3790.0
2013-02-14,3880.0
2013-02-15,3690.0
2013-02-16,3530.0
2013-02-17,3830.0
2013-02-18,3710.0
2013-02-19,3520.0
2013-02-20,3810.0
2013-02-21,3570.0
2013-02-22,3830.0
2013-02-23,3730.0
2013-02-24,3730.0
2013-02-25,3610.0
2013-02-26,3680.0
2013-02-27,3670.0
2013-02-28,3770.0
2013-03-01,3650.0
2013-03-02,3720.0
2013-03-03,3610.0
2013-03-04,3790.0
2013-03-05,3690.0
2013-03-06,3690.0
2013-03-07,3680.0
2013-03-08,3520.0
2013-03-09,3580.0
2013-03-10,3500.0
2013-03-11,3530.0
2013-03-12,3460.0
2013-03-13,3570.0
2013-03-14,3660.0
2013-03-15,3580.0
2013-03-16,3610.0
2013-03-17,3600.0
2013-03-18,3550.0
2013-03-19,3650.0
2013-03-20,3610.0
2013-03-21,3590.0
2013-03-22,3520.0
2013-03-23,3460.0
2013-03-24,3490.0
2013-03-25,3490.0
2013-03-26,3500.0
2013-03-27,3480.0
2013-03-28,3650.0
2013-03-29,3540.0
2013-03-30,3870.0
2013-03-31,3910.0
2013-04-01,3720.0
2013-04-02,3560.0
2013-04-03,3670.0
2013-04-04,3530.0
2013-04-05,3570.0
2013-04-06,3780.0
2013-04-07,3710.0
2013-04-08,3750.0
2013-04-09,3600.0
2013-04-10,3640.0
2013-04-11,3760.0
2013-04-12,3600.0
2013-04-13,3550.0
2013-04-14,3760.0
2013-04-15,3730.0
2013-04-16,3660.0
2013-04-17,3640.0
2013-04-18,3680.0
2013-04-19,3750.0
2013-04-20,3590.0
2013-04-21,3640.0
2013-04-22,3660.0
2013-04-23,3580.0
2013-04-24,3540.0
2013-04-25,3570.0
2013-04-26,3540.0
2013-04-27,3780.0
2013-04-28,3780.0
2013-04-29,3570.0
2013-04-30,3540.0
2013-05-01,3650.0
2013-05-02,3730.0
2013-05-03,3660.0
2013-05-04,3780.0
2013-05-05,3970.0
2013-05-06,3700.0
2013-05-07,3740.0
2013-05-08,3590.0
2013-05-09,3670.0
2013-05-10,3640.0
2013-05-11,3690.0
2013-05-12,3620.0
2013-05-13,3660.0
2013-05-14,3720.0
2013-05-15,3680.0
2013-05-16,3740.0
2013-05-17,3740.0
2013-05-18,3910.0
2013-05-19,3670.0
2013-05-20,3610.0
2013-05-21,3650.0
2013-05-22,3660.0
2013-05-23,3630.0
2013-05-24,3600.0
2013-05-25,3810.0
2013-05-26,3850.0
2013-05-27,3790.0
2013-05-28,3670.0
2013-05-29,3690.0
2013-05-30,3620.0
2013-05-31,4000.0
2013-06-01,3580.0
2013-06-02,3490.0
2013-06-03,3860.0
2013-06-04,4080.0
2013-06-05,3600.0
2013-06-06,3480.0
2013-06-07,3620.0
2013-06-08,3680.0
2013-06-09,3600.0
2013-06-10,3640.0
2013-06-11,3690.0
2013-06-12,3540.0
2013-06-13,3680.0
2013-06-14,3710.0
2013-06-15,3680.0
2013-06-16,3870.0
2013-06-17,4100.0
2013-06-18,3770.0
2013-06-19,3540.0
2013-06-20,3660.0
2013-06-21,3660.0
2013-06-22,3580.0
2013-06-23,3590.0
2013-06-24,3670.0
2013-06-25,3550.0
2013-06-26,3720.0
2013-06-27,3550.0
2013-06-28,3540.0
2013-06-29,3660.0
2013-06-30,3720.0
2013-07-01,3880.0
2013-07-02,4020.0
2013-07-03,3670.0
2013-07-04,3750.0
2013-07-05,3770.0
2013-07-06,3640.0
2013-07-07,3560.0
2013-07-08,3790.0
2013-07-09,3870.0
2013-07-10,3700.0
2013-07-11,3940.0
2013-07-12,3830.0
2013-07-13,3560.0
2013-07-14,3560.0
2013-07-15,3860.0
2013-07-16,3690.0
2013-07-17,3520.0
2013-07-18,3590.0
2013-07-19,3650.0
2013-07-20,3510.0
2013-07-21,3620.0
2013-07-22,3540.0
2013-07-23,3480.0
2013-07-24,3650.0
2013-07-25,3710.0
2013-07-26,3830.0
2013-07-27,3570.0
2013-07-28,3880.0
2013-07-29,3530.0
2013-07-30,3590.0
2013-07-31,3820.0
2013-08-01,3510.0
2013-08-02,3610.0
2013-08-03,3700.0
2013-08-04,3670.0
2013-08-05,3680.0
2013-08-06,3610.0
2013-08-07,3640.0
2013-08-08,3450.0
2013-08-09,3690.0
2013-08-10,3640.0
2013-08-11,3750.0
2013-08-12,3760.0
2013-08-13,3960.0
2013-08-14,4050.0
2013-08-15,3910.0
2013-08-16,3550.0
2013-08-17,3830.0
2013-08-18,3720.0
2013-08-19,3880.0
2013-08-20,3780.0
2013-08-21,4060.0
2013-08-22,3970.0
2013-08-23,3890.0
