date,mdnghtstor
2015-10-01,3600.0
2015-10-02,3590.0
2015-10-03,3610.0
2015-10-04,3610.0
2015-10-05,3590.0
2015-10-06,3580.0
2015-10-07,3570.0
2015-10-08,3560.0
2015-10-09,3550.0
2015-10-10,3540.0
2015-10-11,3540.0
2015-10-12,3540.0
2015-10-13,3530.0
2015-10-14,3530.0
2015-10-15,3530.0
2015-10-16,3530.0
2015-10-17,3530.0
2015-10-18,3540.0
2015-10-19,3540.0
2015-10-20,3540.0
2015-10-21,3540.0
2015-10-22,3540.0
2015-10-23,3540.0
2015-10-24,3530.0
2015-10-25,3530.0
2015-10-26,3530.0
2015-10-27,3530.0
2015-10-28,3540.0
2015-10-29,3540.0
2015-10-30,3540.0
2015-10-31,3540.0
2015-11-01,3540.0
2015-11-02,3570.0
2015-11-03,3590.0
2015-11-04,3600.0
2015-11-05,3620.0
2015-11-06,3620.0
2015-11-07,3630.0
2015-11-08,3630.0
2015-11-09,3620.0
2015-11-10,3620.0
2015-11-11,3620.0
2015-11-12,3630.0
2015-11-13,3650.0
2015-11-14,3660.0
2015-11-15,3690.0
2015-11-16,3700.0
2015-11-17,3720.0
2015-11-18,3730.0
2015-11-19,3750.0
2015-11-20,3770.0
2015-11-21,3780.0
2015-11-22,3800.0
2015-11-23,3810.0
2015-11-24,3830.0
2015-11-25,3850.0
2015-11-26,4070.0
2015-11-27,4130.0
2015-11-28,4130.0
2015-11-29,4150.0
2015-11-30,4140.0
2015-12-01,4130.0
2015-12-02,4120.0
2015-12-03,4140.0
2015-12-04,4140.0
2015-12-05,4140.0
2015-12-06,4150.0
2015-12-07,3950.0
2015-12-08,3950.0
2015-12-09,3960.0
2015-12-10,3970.0
2015-12-11,4020.0
2015-12-12,4140.0
2015-12-13,4120.0
2015-12-14,4150.0
2015-12-15,4160.0
2015-12-16,4130.0
2015-12-17,4130.0
2015-12-18,4020.0
2015-12-19,3880.0
2015-12-20,3910.0
2015-12-21,3960.0
2015-12-22,4120.0
2015-12-23,3710.0
2015-12-24,3780.0
2015-12-25,3860.0
2015-12-26,4000.0
2015-12-27,3820.0
2015-12-28,3880.0
2015-12-29,3890.0
2015-12-30,4050.0
2015-12-31,3890.0
2016-01-01,3990.0
2016-01-02,3840.0
2016-01-03,3830.0
2016-01-04,4030.0
2016-01-05,3990.0
2016-01-06,3970.0
2016-01-07,3670.0
2016-01-08,4000.0
2016-01-09,3870.0
2016-01-10,3910.0
2016-01-11,3960.0
2016-01-12,3890.0
2016-01-13,3940.0
2016-01-14,3740.0
2016-01-15,3550.0
2016-01-16,3480.0
2016-01-17,3550.0
2016-01-18,3670.0
2016-01-19,3800.0
2016-01-20,3800.0
2016-01-21,3790.0
2016-01-22,3790.0
2016-01-23,3930.0
2016-01-24,3970.0
2016-01-25,3680.0
2016-01-26,3590.0
2016-01-27,3520.0
2016-01-28,3540.0
2016-01-29,3450.0
2016-01-30,3870.0
2016-01-31,3830.0
2016-02-01,3740.0
2016-02-02,3720.0
2016-02-03,3970.0
2016-02-04,3690.0
2016-02-05,3950.0
2016-02-06,4010.0
2016-02-07,3790.0
2016-02-08,3750.0
2016-02-09,4120.0
2016-02-10,3990.0
2016-02-11,4100.0
2016-02-12,4110.0
2016-02-13,3650.0
2016-02-14,3630.0
2016-02-15,3850.0
2016-02-16,4030.0
2016-02-17,4140.0
2016-02-18,4160.0
2016-02-19,4130.0
2016-02-20,4120.0
2016-02-21,4150.0
2016-02-22,4150.0
2016-02-23,4140.0
2016-02-24,4150.0
2016-02-25,4120.0
2016-02-26,4120.0
2016-02-27,4140.0
2016-02-28,4140.0
2016-02-29,4150.0
2016-03-01,4120.0
2016-03-02,4090.0
2016-03-03,4140.0
2016-03-04,4160.0
2016-03-05,4160.0
2016-03-06,4140.0
2016-03-07,4130.0
2016-03-08,4150.0
2016-03-09,4140.0
2016-03-10,4120.0
2016-03-11,4160.0
2016-03-12,4130.0
2016-03-13,4150.0
2016-03-14,4170.0
2016-03-15,4120.0
2016-03-16,4050.0
2016-03-17,3530.0
2016-03-18,3780.0
2016-03-19,3880.0
2016-03-20,3650.0
2016-03-21,3730.0
2016-03-22,3560.0
2016-03-23,3720.0
2016-03-24,3740.0
2016-03-25,3660.0
2016-03-26,3690.0
2016-03-27,3670.0
2016-03-28,3610.0
2016-03-29,3560.0
2016-03-30,3730.0
2016-03-31,3560.0
2016-04-01,3930.0
2016-04-02,3920.0
2016-04-03,3670.0
2016-04-04,3480.0
2016-04-05,3570.0
2016-04-06,3550.0
2016-04-07,3760.0
2016-04-08,3880.0
2016-04-09,3600.0
2016-04-10,3430.0
2016-04-11,3520.0
2016-04-12,3680.0
2016-04-13,3590.0
2016-04-14,3610.0
2016-04-15,3580.0
2016-04-16,3590.0
2016-04-17,3520.0
2016-04-18,3690.0
2016-04-19,3610.0
2016-04-20,3490.0
2016-04-21,3650.0
2016-04-22,3550.0
2016-04-23,3570.0
2016-04-24,3580.0
2016-04-25,3700.0
2016-04-26,3460.0
2016-04-27,3690.0
2016-04-28,3570.0
2016-04-29,3680.0
2016-04-30,3610.0
2016-05-01,3620.0
2016-05-02,3670.0
2016-05-03,3550.0
2016-05-04,3560.0
2016-05-05,3810.0
2016-05-06,3720.0
2016-05-07,3690.0
2016-05-08,3690.0
2016-05-09,3470.0
2016-05-10,3640.0
2016-05-11,3540.0
2016-05-12,3570.0
2016-05-13,3550.0
2016-05-14,3660.0
2016-05-15,3870.0
2016-05-16,3750.0
2016-05-17,3680.0
2016-05-18,3650.0
2016-05-19,3770.0
2016-05-20,3910.0
2016-05-21,3770.0
2016-05-22,3770.0
2016-05-23,3920.0
2016-05-24,3670.0
2016-05-25,3580.0
2016-05-26,3500.0
2016-05-27,3450.0
2016-05-28,3480.0
2016-05-29,3480.0
2016-05-30,3460.0
2016-05-31,3450.0
2016-06-01,3510.0
2016-06-02,3920.0
2016-06-03,4010.0
2016-06-04,3950.0
2016-06-05,4130.0
2016-06-06,4130.0
2016-06-07,3990.0
2016-06-08,3970.0
2016-06-09,4130.0
2016-06-10,4040.0
2016-06-11,4000.0
2016-06-12,3950.0
2016-06-13,3930.0
2016-06-14,4060.0
2016-06-15,3860.0
2016-06-16,3530.0
2016-06-17,3640.0
2016-06-18,3550.0
2016-06-19,3570.0
2016-06-20,3630.0
2016-06-21,3720.0
2016-06-22,3670.0
2016-06-23,3620.0
2016-06-24,3670.0
2016-06-25,3670.0
2016-06-26,3670.0
2016-06-27,3840.0
2016-06-28,3810.0
2016-06-29,3710.0
2016-06-30,3710.0
2016-07-01,3820.0
2016-07-02,3570.0
2016-07-03,3650.0
2016-07-04,3850.0
2016-07-05,3690.0
2016-07-06,3660.0
2016-07-07,3550.0
2016-07-08,3690.0
2016-07-09,3610.0
2016-07-10,3730.0
2016-07-11,3750.0
2016-07-12,3730.0
2016-07-13,3760.0
2016-07-14,3790.0
2016-07-15,3810.0
2016-07-16,3810.0
2016-07-17,3670.0
2016-07-18,3640.0
2016-07-19,3710.0
2016-07-20,3710.0
2016-07-21,3710.0
2016-07-22,3670.0
2016-07-23,3770.0
2016-07-24,3670.0
2016-07-25,3760.0
2016-07-26,3650.0
2016-07-27,3780.0
2016-07-28,3710.0
2016-07-29,3800.0
2016-07-30,3740.0
2016-07-31,3700.0
2016-08-01,3690.0
2016-08-02,3730.0
2016-08-03,3640.0
2016-08-04,3700.0
2016-08-05,3830.0
2016-08-06,3650.0
2016-08-07,3720.0
2016-08-08,3730.0
2016-08-09,3640.0
2016-08-10,3810.0
2016-08-11,3880.0
2016-08-12,3860.0
2016-08-13,3850.0
2016-08-14,3820.0
2016-08-15,3790.0
2016-08-16,3630.0
2016-08-17,3740.0
2016-08-18,3640.0
2016-08-19,3680.0
2016-08-20,3670.0
2016-08-21,3630.0
2016-08-22,3560.0
2016-08-23,3860.0
2016-08-24,3830.0
2016-08-25,3780.0
2016-08-26,3660.0
2016-08-27,3690.0
2016-08-28,3610.0
2016-08-29,3790.0
2016-08-30,3760.0
2016-08-31,3650.0
2016-09-01,3850.0
2016-09-02,3780.0
2016-09-03,3680.0
2016-09-04,3660.0
2016-09-05,3790.0
2016-09-06,3590.0
2016-09-07,3870.0
2016-09-08,3650.0
