date,mdnghtstor
6/30/2020,2000
7/1/2020,1990
7/2/2020,1920
7/3/2020,1830
7/4/2020,1850
7/5/2020,1960
7/6/2020,2230
7/7/2020,1880
7/8/2020,1890
7/9/2020,2020
7/10/2020,1910
7/11/2020,2000
7/12/2020,1840
7/13/2020,1940
7/14/2020,2000
7/15/2020,1840
7/16/2020,1830
7/17/2020,1920
7/18/2020,2010
7/19/2020,1790
7/20/2020,1980
7/21/2020,2050
7/22/2020,2160
7/23/2020,2040
7/24/2020,2140
7/25/2020,1770
7/26/2020,1900
7/27/2020,1710
7/28/2020,1900
7/29/2020,1750
7/30/2020,1760
7/31/2020,2040
8/1/2020,1800
8/2/2020,2020
8/3/2020,2080
8/4/2020,2110
8/5/2020,2060
8/6/2020,1940
8/7/2020,1980
8/8/2020,1810
8/9/2020,1980
8/10/2020,1760
8/11/2020,2030
8/12/2020,1970
8/13/2020,1950
8/14/2020,1790
8/15/2020,2030
8/16/2020,1820
8/17/2020,2140
8/18/2020,1850
8/19/2020,1920
8/20/2020,1990
8/21/2020,1960
8/22/2020,1790
8/23/2020,1850
8/24/2020,1850
8/25/2020,1820
8/26/2020,1850
8/27/2020,2160
8/28/2020,2130
8/29/2020,1910
8/30/2020,1920
8/31/2020,2020
9/1/2020,1970
9/2/2020,1760
9/3/2020,1760
9/4/2020,1760
9/5/2020,1740
9/6/2020,1870
9/7/2020,2100
9/8/2020,865
9/9/2020,809
9/10/2020,806
9/11/2020,810
9/12/2020,773
9/13/2020,751
9/14/2020,749
9/15/2020,747
9/16/2020,746
9/17/2020,746
9/18/2020,745
9/19/2020,745
9/20/2020,744
9/21/2020,775
9/22/2020,826
9/23/2020,906
9/24/2020,979
9/25/2020,1050
9/26/2020,1120
9/27/2020,2450
9/28/2020,1700
9/29/2020,1880
9/30/2020,1880
