date,kaf
7/4/2024,3.701395
7/5/2024,3.393255
7/6/2024,3.221932
7/7/2024,3.394441
7/8/2024,4.025616
7/9/2024,3.654335
7/10/2024,2.747193
7/11/2024,3.212437
7/12/2024,2.549593
7/13/2024,2.065649
7/14/2024,2.184867
7/15/2024,2.828177
7/16/2024,3.369024
7/17/2024,2.605377
7/18/2024,2.400329
7/19/2024,2.301649
7/20/2024,2.157417
7/21/2024,2.147605
7/22/2024,2.065222
7/23/2024,2.370427
7/24/2024,2.328468
7/25/2024,2.945192
7/26/2024,3.242868
7/27/2024,2.316946
7/28/2024,1.065713
7/29/2024,1.866224
7/30/2024,1.430024
7/31/2024,1.359053
8/1/2024,0.621883
8/2/2024,1.028165
8/3/2024,1.361778
8/4/2024,1.891301
8/5/2024,1.666511
8/6/2024,1.736376
8/7/2024,1.268113
8/8/2024,0.330457
8/9/2024,1.112418
8/10/2024,0.493152
8/11/2024,0.965784
8/12/2024,0.911341
8/13/2024,0.999234
8/14/2024,1.417496
8/15/2024,1.406641
8/16/2024,1.310742
8/17/2024,1.177058
8/18/2024,0.795469
8/19/2024,0.747105
8/20/2024,0.815804
8/21/2024,0.7573
8/22/2024,0.714171
8/23/2024,0.826856
8/24/2024,0.806775
8/25/2024,0.475629
8/26/2024,0.533909
8/27/2024,0.513546
8/28/2024,0.569447
8/29/2024,0.405322
8/30/2024,0.899063
8/31/2024,0.406407
9/1/2024,0.354513
9/2/2024,0.453855
9/3/2024,0.586446
9/4/2024,0.384579
9/5/2024,0.327668
9/6/2024,0.357794
9/7/2024,0.344125
9/8/2024,0.324933
9/9/2024,0.303928
9/10/2024,0.379471
9/11/2024,0.224955
9/12/2024,0.368457
9/13/2024,0.427337
9/14/2024,0.149772
9/15/2024,0.082756
9/16/2024,0.126518
9/17/2024,0.216396
9/18/2024,0.431068
9/19/2024,0.553093
9/20/2024,0.445439
9/21/2024,0.322337
9/22/2024,0.444576
9/23/2024,0.478158
9/24/2024,0.60832
9/25/2024,0.248491
9/26/2024,0.495492
9/27/2024,0.315166
9/28/2024,0.368548
9/29/2024,0.54821
9/30/2024,0.397731
